0,1,2,age,campaign,day,previous,4,6,8,10,12,14,16,job_0,job_1,job_2,job_3,month_1,month_3,y
-0.4263893158414197,1.2957976859588447,-0.4848836874407712,0.31562292931001934,-0.5996873271563681,1.0873657110582609,-0.3356574119260519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
-0.38139048129487946,0.490566368770789,-0.4848836874407712,0.12206504488646189,0.6875167542158598,-0.01525184313958272,-0.3356574119260519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0
-0.3830091444080644,0.03944279950278196,-0.4848836874407712,1.3801912936395853,-0.2778863068133111,-0.6278171510272736,-0.3356574119260519,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
-0.24704144290053281,-0.07212539504737032,-0.4848836874407712,-0.36182966617243173,0.36571573387280276,0.8423395879031845,-0.3356574119260519,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,1,0,1,0
-0.2933352079376209,0.2625791886030865,2.432794352645439,-0.6521664928077678,-0.5996873271563681,-0.87284327418235,0.13167014154518392,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1,0,0,1,0
-0.3380103098615242,1.6353530606766993,-0.4848836874407712,-0.5553875505959891,-0.2778863068133111,-0.1377649047171209,-0.3356574119260519,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,1,0
-0.12013825482683664,-0.3001125752150729,-0.4848836874407712,-1.0392822616548827,-0.2778863068133111,0.5973134647481082,-0.3356574119260519,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0
-0.31599649152220954,9.619755157613685,-0.4848836874407712,-0.6521664928077678,-0.5996873271563681,-1.1178693973374263,-0.3356574119260519,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0
-0.3214999461070382,-0.9986264889203741,1.937509500161669,0.025286102674683165,1.6529198152450306,-1.2403824589149646,3.8702905693150704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,1,1,0
-0.5231853700098766,-0.46989026257400024,-0.4848836874407712,0.9930755247924704,0.6875167542158598,1.4549048957908755,-0.3356574119260519,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0
-0.09585830812906314,3.6532821447142365,-0.4848836874407712,2.444759657969151,-0.2778863068133111,0.8423395879031845,-0.3356574119260519,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,1,0
0.3495977806194212,2.0137147639337374,0.9289294369219914,-0.36182966617243173,-0.2778863068133111,0.47480040317057,0.5989976950164198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0
-0.11333986975146007,0.9804962665779794,-0.4848836874407712,0.31562292931001934,0.043914713529745825,-0.38279102787219726,-0.3356574119260519,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0
0.5341253755224998,0.4954171598381869,-0.4848836874407712,3.799664848934053,-0.5996873271563681,-1.2403824589149646,-0.3356574119260519,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0
-0.4351300966526181,-0.38257602336083757,1.7123800217599554,-0.5553875505959891,-0.5996873271563681,-1.1178693973374263,0.5989976950164198,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,1,0
-0.4351300966526181,0.4226552938272181,2.05457682893056,0.7995176403689129,-0.5996873271563681,-1.2403824589149646,0.5989976950164198,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
-0.4302741073130634,0.0006364709635985548,-0.4848836874407712,0.5091808137335767,0.6875167542158598,-1.6079216436475792,-0.3356574119260519,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,1,0
-0.39466351882299566,-0.6784742784721111,-0.4848836874407712,-0.9425033194431041,-0.2778863068133111,0.7198265263256464,-0.3356574119260519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
-0.3959584493135435,-0.3243665305520625,-0.4848836874407712,1.4769702358513639,-0.5996873271563681,-1.3628955204925026,-0.3356574119260519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0
-0.4325402356715223,0.00548726203099648,-0.4848836874407712,-0.265050723960653,-0.2778863068133111,1.4549048957908755,-0.3356574119260519,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,0,1,0
-0.307903175956285,0.6312393097253287,2.6759341893192903,-0.36182966617243173,0.36571573387280276,-0.9953563357598881,0.5989976950164198,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0
-0.4487268668033713,1.47042616438517,1.2621210649565278,-0.4586086083842104,-0.2778863068133111,-1.7304347052251172,0.5989976950164198,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,1,1,0
-0.307903175956285,3.958881981960306,-0.4848836874407712,-1.0392822616548827,-0.2778863068133111,0.10726121843795547,-0.3356574119260519,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0
-0.324089807088134,-0.6978774427417027,-0.4848836874407712,-0.36182966617243173,1.3311187949019736,-1.1178693973374263,-0.3356574119260519,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,0
-0.49372570134991145,1.9555052711249623,-0.4848836874407712,-1.0392822616548827,-0.2778863068133111,0.3522873415930318,-0.3356574119260519,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0
1.4094983871328934,-0.09637935038435996,-0.4848836874407712,-1.1360612038666615,-0.5996873271563681,1.0873657110582609,-0.3356574119260519,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
-0.4678270915389531,-0.22249991813670603,-0.4848836874407712,-1.4263980305019976,-0.5996873271563681,1.5774179573684137,-0.3356574119260519,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1,0,1,0,0
-0.39304485570981074,0.2189220689965052,2.86504295117673,0.31562292931001934,-0.5996873271563681,-0.2602779662946591,0.13167014154518392,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0
0.030073682076722053,-0.6008616213937442,-0.4848836874407712,0.2188439870982406,-0.5996873271563681,-0.2602779662946591,-0.3356574119260519,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
-0.19427302541070507,-0.17399200746272678,-0.4848836874407712,2.347980715757372,-0.5996873271563681,-1.3628955204925026,-0.3356574119260519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
0.3398858019403118,-0.16429042532793092,-0.4848836874407712,-0.4586086083842104,-0.2778863068133111,-0.2602779662946591,-0.3356574119260519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
-0.4351300966526181,-0.9113122497072115,-0.4848836874407712,-0.5553875505959891,5.514532059361714,1.2098787726357991,-0.3356574119260519,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
-0.37459209621950285,-0.7997440551570593,-0.4848836874407712,-0.07149283953709555,0.043914713529745825,-0.1377649047171209,-0.3356574119260519,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0
-0.15218778446789766,-0.6057124124611423,-0.4848836874407712,-1.0392822616548827,-0.2778863068133111,0.7198265263256464,-0.3356574119260519,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,1,0,1,0
-0.4011381712757352,0.1267570387159446,-0.4848836874407712,-0.265050723960653,-0.2778863068133111,1.6999310189459518,-0.3356574119260519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0
